_id,Title,URL,Provider,Cost,Public/DOD,Time Commitment (Hours),Certificate/Degree Program,Data Topic Area,Programming Language,Base of Operations,Barrier to Entry,Self Paced vs Instructor Led,Learning type,In person vs Remote,Comment,Helpfullness Rating,vote,voteCount
60dcc2b1681e780fe958ce5e,Java - Multiteading ,https://www.tutorialspoint.com/java/java_multiteading.htm,tutorialspoint,0,Public,,No,"Coding Tutorial, Programming Basics",Java,,Advanced,Self Paced,Text,Remote,,0,0,0
60dcc2b1681e780fe958ce5f,Java Programming and Software Engineering Fundamentals,https://www.coursera.org/specializations/java-programming?siteID=q15T_SfRF14-_1gAaN7VyEbAJom4t4dSEw&amp;ranEAID=q15T%2FSfRF14&amp;ranMID=40328&amp;ranSiteID=q15T_SfRF14-_1gAaN7VyEbAJom4t4dSEw,Coursera,49,Public, ,Yes,"Coding Tutorial, Programming Basics",Java,United States,Beginner,Instructor Lead,Video,Remote,Java Programming and Software Engineering Fundamentals from Duke University. Take your first step towards a career in software development with this introduction to Java—one of the most in-demand programming languages and the foundation of the ...,0,0,0
60dcc2b1681e780fe958ce60,Learn all about Java,https://hyperskill.org,JetBrains Academy,0,Public,251,No,"Coding Tutorial, Programming Basics",Java,Prague,Beginner,Self-paced,Interactive ,Remote,"Get theory, practice coding and move beyond programming challenges to building your own working projects.",0,0,0
60dcc2b1681e780fe958ce61,Java Intermediate Tutorials,http://www.youtube.com/playlist?list=PL27BCE863B6A864E3,YouTube,0,Public,6,No,"Coding Tutorial, Programming Basics",Java,United States,Advanced,Self-paced,Video,Remote,"Once you have mastered the basics, you are ready to move on!",0,0,0
60dcc2b1681e780fe958ce62,Java Tutorial for Beginners,http://www.youtube.com/playlist?list=PLr6-GrHUlVf9SIx5cDhoEMknias5Xyv67,YouTube,0,Public,6,No,"Coding Tutorial, Programming Basics",Java,United States,Beginner,Self-paced,Video,Remote,These fantastic tutorials will explain every concept in depth to get you started and on the way to development in Java.,0,0,0
60dcc2b1681e780fe958ce63,Introduction to Programming Using Java,http://math.hws.edu/javanotes/,Javanotes,0,Public, ,No,"Coding Tutorial, Programming Basics",Java,Remote,Beginner,Self-paced,Book,Remote,"(Version 7.0.2, with mostly typographical corrections, December 2016)",0,0,0
60dcc2b1681e780fe958ce64,Object Oriented Programming in Java,https://www.coursera.org/specializations/object-oriented-programming?siteID=q15T_SfRF14-uXZcfr28zPAQLCOmUQO5.w&amp;ranEAID=q15T%2FSfRF14&amp;ranMID=40328&amp;ranSiteID=q15T_SfRF14-uXZcfr28zPAQLCOmUQO5.w,Coursera,49,Public,6 weeks,Yes,"Coding Tutorial, Programming Basics",Java,United States,Beginner,Instructor Lead,Video,Remote,"Object Oriented Programming in Java from Duke University, University of California San Diego. This Specialization is for aspiring software developers with some programming experience in at least one other programming language (e.g., Python, C, ...",0,0,0
60dcc2b1681e780fe958ce65,"Java 8 in Action: Lambdas, Streams, and Functional-Style Programming",https://www.oreilly.com/library/view/java-8-in/9781617291999/,"O’Reilly | Safari",0,Public, ,No,"Coding Tutorial, Programming Basics",Java,United States,Advanced,Self-paced,Book,Remote,"Java 8 in Action is a clearly written guide to to the new features of Java 8. The book covers lambdas, streams, and functional-style programming. With Java 8’s functional ... - Selection from Java 8 in Action: Lambdas, streams, and functional-style programming [Book]",0,0,0
60dcc2b1681e780fe958ce66,Java Programming Course for Beginner From Scratch,https://www.eduonix.com/courses/Software-Development/Java-Programming-Course-for-Beginner-From-Scratch,www.eduonix.com,0,Public,<1,No,"Coding Tutorial, Programming Basics",Java,India,Beginner,Self-paced,Video,Remote,Our free online Java Course is aimed at helping beginners learn from scratch. Enroll in this free Java course today and become an expert in Java now,0,0,4
60dcc2b1681e780fe958ce67,Java Fundamentals,https://www.pluralsight.com/courses/java-fundamentals-language,Pluralsight,199,Public,7,No,"Coding Tutorial, Programming Basics",Java,United States,Beginner,Self-paced,Video,Remote,"This course provides complete coverage of the Java programming language and serves as a strong foundation for all Java-based development environments including client-based, server-side, and Android.",0,0,0
60dcc2b1681e780fe958ce68,Java for Complete Beginners,http://www.youtube.com/playlist?list=PL9DF6E4B45C36D411,YouTube,0,Public,10,No,"Coding Tutorial, Programming Basics",Java,United States,Beginner,Self-paced,Video,Remote,A guide to Java programming for beginners.,0,0,0
60dcc2b1681e780fe958ce69,"Java 8 Tutorial | HowToDoInJava",https://howtodoinjava.com/java-8-tutorial/,HowToDoInJava,0,Public, ,No,"Coding Tutorial, Programming Basics",Java,Remote,Beginner,Self-paced,Text,Remote,"This Java 8 tutorial list down important Java 8 features with examples which were introduced such as lambda expressions, Java streams, functional interfaces and date time API changes.",0,0,0
60dcc2b1681e780fe958ce6a,Web services with Java EE 8,https://www.linkedin.com/learning/java-ee-8-web-services/web-services-with-java-ee-8,Accenture,44,Public,4.25,No,"Coding Tutorial, Programming Basics",Java,United States,Beginner,Self-paced,Video,Remote,"Join Tayo Koleoso for an in-depth discussion in this video, Web services with Java EE 8, part of Java EE 8: Web Services.",0,0,0
60dcc2b1681e780fe958ce6b,Java Unleashed,http://www.youtube.com/playlist?list=PLonJJ3BVjZW4QfXVLHe6ewOxLne_XFGWB,YouTube,0,Public,3.3,No,"Coding Tutorial, Programming Basics",Java,United States,Beginner,Self-paced,Video,Remote,This is A video tutorial on the basics of Java ,0,0,0
60dcc2b1681e780fe958ce6c,Functional Programming in Java,https://www.manning.com/books/functional-programming-in-java,Manning Publications,39,Public, ,No,"Coding Tutorial, Programming Techniques ",Java,United States,Beginner,Self-paced,Book,Remote,An excellent introduction to functional programming for Java programmers.,,,
60dcc2b1681e780fe958ce6d,Java Testing with Spock,https://www.manning.com/books/java-testing-with-spock,Manning Publications,35,Public, ,No,"Coding Tutorial, Programming Basics",Java,United States,Advanced,Self-paced,Book,Remote,Goes beyond mere exploration of Spock’s API and feature set to include general testing practices and real-world application.,0,0,0
60dcc2b1681e780fe958ce6e,Quantum Computing for Java Developers,https://www.manning.com/books/quantum-computing-for-java-developers,Manning Publications,39,Public, ,No,"Coding Tutorial, Programming Techniques ",Java,United States,Intermediate ,Self-paced,Book,Remote,"Want to learn about QC, while being able to pass tough page 1? Read this book!",,,
60dcc2b1681e780fe958ce6f,Java Fundamentals: The Java Language,https://www.pluralsight.com/courses/java-fundamentals-language,Pluralsight,199,Public,8,No,"Coding Tutorial, Programming Basics",Java,United States,Beginner,Self-paced,Video,Remote,"This course provides complete coverage of the Java programming language and serves as a strong foundation for all Java-based development environments including client-based, server-side, and Android.",0,0,0
60dcc2b1681e780fe958ce70,Intro to Java Programming - Course for Absolute Beginners,https://www.youtube.com/watch?v=GoXwIVyNvX0,YouTube,0,Public,4,No,"Coding Tutorial, Programming Basics",Java,United States,Beginner,Self-paced,Video,Remote,Java is a general-purpose programming language. Learn how to program in Java in this full tutorial course. This is a complete Java course meant for absolute ...,0,0,0
60dcc2b1681e780fe958ce71,Java Programming,https://www.software-skills-training.com/Courses/java-programming.htm,software-skills-training.com,35,Public,1495,No,"Coding Tutorial, Programming Techniques ",Java,Remote,Advanced,Self-paced,"Video, Interactive",Remote,"This Java training course introduces experienced programmers to Java technology and Java programming techniques. The Java platform provides an object-oriented, portable and robust framework for application development. Included are core language concepts including fundamental data types, flow contro… There is also a instructor lead option for this training that costs 2495",0,0,0
60dcc2b1681e780fe958ce72,Learning to Program with Java,https://www.software-skills-training.com/Courses/learning-java-programming.htm,software-skills-training.com,35,Public,1495,No,"Coding Tutorial, Programming Techniques ",Java,Remote,Beginner,Self-paced, ,Remote,"This Interactive Java Programming course provides an introduction to programming using the Java language. Students are introduced to the application development cycle, structure of programs, and specific language syntax. The course introduces important algorithmic constructs, string and character mani… There is also an instructor lead section that costs 2495 dollars",0,0,0
60dcc2b1681e780fe958ce73,Learn Projects in Java for Beginners from Scratch,https://www.eduonix.com/courses/Software-Development/Learn-Projects-in-Java-for-Beginners-from-Scratch,www.eduonix.com,NaN,Public, ,No,"Coding Tutorial, Tutorial",Java,United States,Beginner,Self-paced,Video,Remote,Learn how to program in java by building projects from scratch. This java project course will help you learn how to use the Java API and build Java apps,0,0,0
60dcc2b1681e780fe958ce74,Projects in Enterprise Java,https://www.udemy.com/projects-in-enterprise-java/,Udemy,59,Public,12,No,"Coding Tutorial, Programming Techniques ",Java,United States,Intermediate ,Self-paced,"Video, Interactive",Remote,"Learn to build real world apps in Enterprise Java using Spring, Spring Boot, Hibernate, Struct and much more",,,
60dcc2b1681e780fe958ce75,Learn How to Create a TextEditor with Java,https://www.eduonix.com/courses/Software-Development/learn-how-to-create-a-texteditor-with-java,www.eduonix.com,0,Public,1,No,"Coding Tutorial, Programming Techniques ",Java,United States,Beginner,Self-paced,Interactive,Remote,"In this java text editor free course, learn to build text editor in java from scratch. Enroll in this free online learning course now",0,0,4
60dcc2b1681e780fe958ce76,Functional Programming in Java: Harnessing the Power Of Java 8 Lambda Expressions,https://www.amazon.com/Functional-Programming-Java-Harnessing-Expressions/dp/1937785467,Amazon,31,Public, ,No,"Coding Tutorial, Programming Basics",Java,United States,Advanced,Self-paced,Book,Remote,"Functional Programming in Java: Harnessing the Power Of Java 8 Lambda Expressions [Venkat Subramaniam] on Amazon.com. *FREE* shipping on qualifying offers. <b>Intermediate level, for programmers fairly familiar with Java, but new to the functional style of programming and lambda expressions.</b><br/…",0,0,0
60dcc2b1681e780fe958ce77,Beginner-Friendly Approach to Java Programming,https://www.bitdegree.org/course/learn-java,"Copyright © 2019 BitDegree.org | [email protected]",36,Public,4.5,No,"Coding Tutorial, Programmin Basics",Java,Lithuania,Beginner,Self-paced,Video,Remote,"Wondering how to learn java programming? This course is the best way to learn java, understand java basics & kickstart your career as a developer.",0,0,0
60dcc2b1681e780fe958ce78,Design patterns in Java,https://javabeginnerstutorial.com/design-patterns-in-java/,Java Beginners Tutorial,0,Public, ,No,"Coding Tutorial, Programming Techniques ",Java,Remote,Beginner,Self-paced,Text ,Remote,Design patterns in java are best practices which are used to resolve some know issues. Design patterns can be divided in 4 different types. Here we have listed down some of widely used design pattern in Java.,,,
60dcc2b1681e780fe958ce79,Head First Java,https://www.amazon.com/Head-First-Java-Kathy-Sierra/dp/0596009208,Amazon,27,Public,,No,"Coding Tutorial, Tutorial",Java,Remote,Beginner,Self-paced,Book,Remote,"Head First Java, 2nd Edition [Kathy Sierra, Bert Bates] on Amazon.com. *FREE* shipping on qualifying offers. Learning a complex new language is no easy task especially when it s an object-oriented computer programming language like Java. You might think the problem is your brain. It seems to have a …",0,0,0
60dcc2b1681e780fe958ce7a,The Java Tutorials by Oracle,https://docs.oracle.com/javase/tutorial/,docs.oracle.com,0,Public,,No,"Coding Tutorial, Tutorial",Java,Remote,Beginner,Self-paced,Text,Remote,"The Java Tutorials are practical guides for programmers who want to use the Java programming language to create applications. They include hundreds of complete, working examples, and dozens of lessons. Groups of related lessons are organized into ""trails"".",0,0,0
60dcc2b1681e780fe958ce7b,Java Video Tutorial,http://www.youtube.com/playlist?list=PLE7E8B7F4856C9B19,YouTube,0,Public,23,No,"Coding Tutorial, Tutorial",Java,Remote,Beginner,Self-paced,Video,Remote,"Massive Java Video Tutorial : Java, Java Tutorial, java video tutorials, java video, java tutorials video, beginner java tutorial",0,0,0
60dcc2b1681e780fe958ce7c,Java Beginner Programming Tutorials,http://www.youtube.com/playlist?list=PLFE2CE09D83EE3E28,YouTube,0,Public,11,No,"Coding Tutorial, Tutorial",Java,Remote,Beginner,Self-paced,Video,Remote,Here are all of my Java programming tutorials.,0,0,0
60dcc2b1681e780fe958ce7d,Intro to Java Programming,https://www.udacity.com/course/java-programming-basics--ud282,Udacity,0,Public,9,No,"Coding Tutorial, Programming Basics",Java,United States,Beginner,Self-paced,Video,Remote,"Take your first steps towards becoming a Java developer! Learn Java syntax and create conditional statements, loops, and functions.",0,0,0
60dcc2b1681e780fe958ce7e,Think Java,http://greenteapress.com/thinkjava/html/index.html,greenteapress.com,0,Public, ,No,"Coding Tutorial, Programming Basics",Java,Remote,Beginner,Self-paced,Text,Remote,This is a PDF Book that takes you tough the very basics of programming and the Java language. Topics from how Java compiles to creating graphics in the language,0,0,0
60dcc2b1681e780fe958ce7f,Learn Java Programming Basics,http://www.youtube.com/playlist?list=PLDAA5DE54FB5215EC,YouTube,0,Public,5,No,"Coding Tutorial, Programming Basics",Java,United States,Beginner,Self-paced,Video,Remote,"This is an introduction to developing Java applications. If you want to learn Java, or eventually get into java game development, this is the perfect startin...",0,0,0
60dcc2b1681e780fe958ce80,Java language basics,http://www.ibm.com/developerworks/java/tutorials/j-introtojava1/index.html,ibm.com,0,Public, ,No,"Coding Tutorial, Programming Basics",Java,United States,Beginner,Self-paced,Text,Remote,"Get an introduction to the structure, syntax, and programming paradigm of the Java language and platform in this two-part tutorial. Learn the Java syntax that youre most likely to encounter professionally and Java programming idioms you can use to build robust, maintainable Java applications. In Par…",0,0,0
60dcc2b1681e780fe958ce81,Learn Java,https://www.codecademy.com/learn/learn-java,Codecademy,NaN,Public,25,No,"Coding Tutorial, Programming Basics",Java,United States,Beginner,Self-paced,Interactive,Remote,"Utilize our Java tutorial to learn the basics of the popular language, including Java objects, in this introductory course. With a Pro subscription you can get certified ",0,0,0
60dcc2b1681e780fe958ce82,Learn Programming with Java,https://www.learneroo.com/modules/11,Learneroo,0,Public, ,No,"Coding Tutorial, Programming Basics",Java,Remote,Beginner,Self-paced,"Text, Interactive",Remote,Online Tutorial and Challenges to learn the basics of Java programming.,0,0,0
60dcc2b1681e780fe958ce83,Learn Java,https://teamtreehouse.com/tracks/learn-java?irgwc=1&amp;click_id=&amp;iradid=228915&amp;ircid=3944&amp;irpid=383034&amp;iradname=Online+Tracking+Link&amp;iradtype=ONLINE_TRACKING_LINK&amp;iradsize=&amp;irmpname=&amp;irmptype=,Treehouse,0,Public, ,No,"Coding Tutorial, Programming Basics",Java,Remote,Beginner,Self-paced,Video,Remote,In this course you will gain all the knowledge you will need to build an interactive command line program in Java. No prior programming experience is required. You will create an interactive game that prompts users for different parts of a sentence and then generates a story using those words. I coule not access the actually training so I could not really find out things like price and time ,0,0,1
60dcc2b1681e780fe958ce84,Learning Java,https://www.oreilly.com/,O'Reilly home,0,Public, ,No,"Coding Tutorial, Programming Basics",Java,United States,,Self-paced, ,Remote,"Gain technology and business knowledge and hone your skills with learning resources created and curated by O’Reilly’s experts: live online training, video, books, conferences, our platform has content from 200+ of the world’s best publishers.",0,0,0
60dcc2b1681e780fe958ce85,Java JDBC Tutorial,http://www.youtube.com/playlist?list=PLEAQNNR8IlB4R7NfqBY1frapYo97L6fOQ,YouTube,0,Public,2,No,"Coding Tutorial, Programming Basics",Java,United States,Beginner,Self-paced,Video,Remote,"In this playlist, you will learn how to develop Java JDBC applications that connect to a MySQL database.",0,0,0
60dcc2b1681e780fe958ce86,Java Web Development,https://teamtreehouse.com/tracks/java-web-development?irgwc=1&amp;click_id=&amp;iradid=228915&amp;ircid=3944&amp;irpid=383034&amp;iradname=Online+Tracking+Link&amp;iradtype=ONLINE_TRACKING_LINK&amp;iradsize=&amp;irmpname=&amp;irmptype=,Treehouse,0,Public,34,No,"Coding Tutorial, Programming Basics",Java,United States,Beginner,Self-paced,Video,Remote,Unit testing is a Java best practice that ensures your code is working how it was intended. It is a critical habit that you should develop early on in your coding adventures.,0,0,3
60dcc2b1681e780fe958ce87,Java Exercises,https://codingbat.com/java,codingbat.com,0,Public, ,No,"Coding Tutorial, Programming Basics",Java,Remote,Beginner,Self-paced,Interactive,Remote,This site contains a variety of different coding exercises that will both test and retain you knowledge in programming ,0,0,0
60dcc2b1681e780fe958ce88,Java Web Development,https://teamtreehouse.com/tracks/java-web-development?irgwc=1&amp;click_id=&amp;iradid=228915&amp;ircid=3944&amp;irpid=383034&amp;iradname=Online+Tracking+Link&amp;iradtype=ONLINE_TRACKING_LINK&amp;iradsize=&amp;irmpname=&amp;irmptype=,Treehouse,0,Public,34,No,"Coding Tutorial, Programming Basics",HTML,United States,Beginner,Self-paced,Video,Remote,Unit testing is a Java best practice that ensures your code is working how it was intended. It is a critical habit that you should develop early on in your coding adventures.,0,0,2
60dcc2b1681e780fe958ce89,One Month JavaScript,https://onemonth.com/courses/javascript,onemonth.com,NaN,Public, ,No,"Coding Tutorial, Tutorial",Javascript,Remote,Beginner,Self-paced,Video,Remote,Become a JavaScript Developer in 30 Days,0,0,0
60dcc2b1681e780fe958ce8a,Learn JavaScript Just in 1 Hour,https://www.bitdegree.org/course/javascript-tutorial,"Copyright © 2019 BitDegree.org | [email protected]",NaN,Public, ,No,"Coding Tutorial, Tutorial",Javascript,Remote,Beginner,Self-paced,Video,Remote,Javascript tutorial for new web developers. Learn javascript and start your professional career with the javascript tutorial made for beginners.,0,0,3
60dcc2b1681e780fe958ce8b,Learn JavaScript Online The Fun Way,https://www.bitdegree.org/course/javascript-course,"Copyright © 2019 BitDegree.org | [email protected]",NaN,Public, ,No,"Coding Tutorial, Tutorial",Javascript,Remote,Beginner,Self-paced,Video,Remote,Interactive JavaScript course: the best way to learn JavaScript online. Learn JavaScript from the basics by following this full JavaScript course.,0,0,0
60dcc2b1681e780fe958ce8c,Tutorials Point Javascript Tutorial,https://www.tutorialspoint.com/javascript/index.htm,www.tutorialspoint.com,NaN,Public, ,No,"Coding Tutorial, Tutorial",Javascript,Remote,Beginner,Self-paced, ,Remote,Javascript Tutorial for Beginners - Learn Javascript in simple and easy steps starting from basic to advanced concepts with examples including Javascript Syntax Objects Embedding with HTML Validations Cookies Regular Expressions Literals Variables Loops Conditions.,0,0,0
60dcc2b1681e780fe958ce8d,Brief Javascript ES6 Tutorial For Beginners,https://doumer.me/brief-javascript-es6-tutorial-part-i/,Cool Coders,NaN,Public, ,No,"Coding Tutorial, Tutorial",Javascript,Remote,Beginner,Self-paced, ,Remote,this Javascript version has several improvements as compared to former javascript versions. one of which is the syntax. ES6 Code is cleaner and has a better syntax as we will discuss these new features and demonstrate them in this ES6 Tutorial post.,,,
60dcc2b1681e780fe958ce8e,ES6 JavaScript Tutorial,http://www.youtube.com/playlist?list=PLei96ZX_m9sX6RUTyhGkCSzfKXpExcVSm,YouTube,0,Public, ,No,"Coding Tutorial, Tutorial",Javascript,Remote,,Self-paced,Video,Remote,In this new series we are looking at the latest standard of JavaScript called ES6. In order to get up and running you need to make sure you have Node.JS inst...,0,0,0
60dcc2b1681e780fe958ce8f,Learning Advanced JavaScript,https://johnresig.com/apps/learn/,ejohn.org,0,Public, ,No,"Coding Tutorial, Tutorial",Javascript,Remote,Advanced,Self-paced, ,Remote,,0,0,0
60dcc2b1681e780fe958ce90,A Smarter Way to Learn JavaScript,https://www.amazon.com/Smarter-JavaScript-tech-assisted-approach-requires/dp/1497408180,Amazon,NaN,Public, ,No,"Coding Tutorial, Tutorial",Javascript,Remote,Beginner,Self-paced,Book,Remote,"A Smarter Way to Learn JavaScript. The new tech-assisted approach that requires half the effort [Mark Myers] on Amazon.com. *FREE* shipping on qualifying offers. <h2>Learning JavaScript is hell because of two problems. I remove the problems, and you start having fun.</h2> The first problem is retent…",0,0,0
60dcc2b1681e780fe958ce91,Functional-Light JavaScript,http://leanpub.com/fljs,Leanpub,NaN,Public, ,No,"Coding Tutorial, Tutorial",Javascript,Remote,Advanced,Self-paced,Book,Remote,A uniquely pragmatic approach to explaining core functional programming concepts WITHOUT wading tough mathematical notation or heavy terminology.,,,
60dcc2b1681e780fe958ce92,JavaScript Tutorials,http://htmldog.com/guides/javascript/,HTML Dog,NaN,Public, ,No,"Coding Tutorial, Tutorial",Javascript,Remote,Beginner,Self-paced, ,Remote,,0,0,0
60dcc2b1681e780fe958ce93,Become a Master of JavaScript from Scratch,https://www.udemy.com/javascript-jquery-react/,Udemy,NaN,Public, ,No,"Coding Tutorial, Tutorial",Javascript,Remote,Beginner,Self-paced,Video,Remote,Learn and Understand Core JavaScript programming from the root and be able to build web apps using jQuery and React Js.,0,0,0
60dcc2b1681e780fe958ce94,JavaScript Hero,https://www.jshero.net/,jshero.net,NaN,Public, ,No,"Coding Tutorial, Tutorial",Javascript,Remote,Beginner,Self-paced,Interactive,Remote,Learn to Code,0,0,0
60dcc2b1681e780fe958ce95,JavaScript QuickStart Guide,https://www.clydebankmedia.com/product/javascript-quickstart-guide,ClydeBank Media,NaN,Public, ,No,"Coding Tutorial, Tutorial",Javascript,Remote,Beginner,Self-paced,Book,Remote,"JavaScript, Simplified
“JavaScript QuickStart Guide” has been specifically designed by JavaScript experts with ease of learning in mind to ensure you don’t get stuck, lost or lose hope in the learning process. Never again will you need to waste your time searching the internet, watching YouTube vide…",0,0,0
60dcc2b1681e780fe958ce96,JavaScript for Beginners,https://www.youtube.com/watch?v=W6NZfCO5SIk,YouTube,0,Public,<1,No,"Coding Tutorial, Programming Basics",Javascript,United States,Beginner,Self-paced,Video,Remote,JavaScript Tutorial for Beginners ?Get the COMPLETE course to master JavaScript (83% OFF - LIMITED TIME ONLY): http://bit.ly/2M1sp4B I’ll start by answering ...,0,0,1
60dcc2b1681e780fe958ce97,JavaScript Tutorial - CodeRepublics,https://www.coderepublics.com/JavaScript/JavaScript-tutorial.php,www.coderepublics.com,0,Public,Variable,No,"Coding Tutorial, Programming Basics",Javascript,United States,Beginner,Self-paced,Text ,Remote,"JavaScript is the lightweight, web-based programming language integrated with both HTML and CSS. It helps to build interactive websites and pages that adapt to every device. This JavaScript tutorial will teach you from basic to advanced.",0,0,0
60dcc2b1681e780fe958ce98,Introduction to JavaScript,https://www.goskills.com/Course/Intro-JavaScript,GoSkills.com,199,Public,20,No,"Coding Tutorial, Programming Basics",Javascript,United States,Beginner,Self-paced,Video,Remote,"Designed for beginners, learn basic intro to JavaScript for web development tough practical tutorials and examples from award-winning instructor John Elder.",0,0,0
60dcc2b1681e780fe958ce99,Learn JavaScript: Full-Stack from Scratch,https://www.udemy.com/learn-javascript-full-stack-from-scratch/,Udemy,129,Public,27,No,"Coding Tutorial, Programming Basics",Javascript,United States,Beginner,Self-paced,Video,Remote,"Understand the JavaScript language itself, Node.js, MongoDB, The Web Browser and More To Create Meaningful Applications",0,0,0
60dcc2b1681e780fe958ce9a,Javascript Tutorials,https://www.w3resource.com/javascript/javascript.php,w3resource,0,Public,Variable,No,"Coding Tutorial, Programming Basics",Javascript,Norway,Beginner,Self-paced,Interactive,Remote,"Learn the basics of programming in JavaScript tutorial, hundreds of examples, online practice, pictorial presentation, regular update from w3resource.com.",0,0,0
60dcc2b1681e780fe958ce9b,Designing Scalable JavaScript Applications,https://www.manning.com/books/designing-scalable-javascript-applications,Manning Publications,0,Public,Variable,No,"Coding Tutorial, Programming Basics",Javascript,United States,Beginner,Self-paced,Book,Remote,"If you’ve ever written a non-trivial JavaScript application, you know that creating a code base that’s easy to maintain and scales well over time is no small feat. The complexity only grows as the project becomes larger. While it’s impossible to plan for every change that could possibly happen over …",0,0,0
60dcc2b1681e780fe958ce9c,JavaScript Basics for Beginners,https://codewithmosh.com/courses/324741,Code with Mosh,19,Public,,No,"Coding Tutorial, Programming Basics",Javascript,Canada,Beginner,Self-paced,Video,Remote,Master the Fundamentals of JavaScript - The Programming Language that Powers the Web,0,0,0
60dcc2b1681e780fe958ce9d,Object-oriented Programming in JavaScript,https://codewithmosh.com/courses/310571,Code with Mosh,19,Public,4,No,"Coding Tutorial, Programming Basics",Javascript,Canada,Intermediate ,Self-paced,Video,Remote,Solidify your understanding of JavaScript and prepare for technical interviews,0,0,0
60dcc2b1681e780fe958ce9e,App Academy Open Full Stack,https://open.appacademy.io,open.appacademy.io,0,Public,Variable ,No,"Coding Tutorial, Programming Basics",Javascript,United States,Advanced,Self-paced,"Video, Interactive",Remote,Learn to code online with access to App Academy’s entire full-stack course for free,0,0,0
60dcc2b1681e780fe958ce9f,Learning Advanced JavaScript,https://johnresig.com/apps/learn/,ejohn.org,0,Public,Variable,No,"Coding Tutorial, Programming Basics",Javascript,Remote,Advanced,Self-paced,Text ,Remote,,0,0,0
60dcc2b1681e780fe958cea0,Learn Javascript,https://www.kirupa.com/html5/learn_javascript.htm,kirupa.com,0,Public,Variable,No,"Coding Tutorial, Programming Basics",Javascript,United States,Beginner,Self-paced,"Video, Text ",Remote,One of the things you will learn very quickly is that you can’t go very far in the HTML world without writing JavaScript. Embrace this requirement and learn how to love JavaScript using the stuff in this page.,0,0,0
60dcc2b1681e780fe958cea1,Introduction to JavaScript,https://scrimba.com/g/gintrotojavascript,Scrimba,0,Public,Variable,No,"Coding Tutorial, Programming Basics",Javascript,Norway,Beginner,Self-paced,"Video, Interactive",Remote,Learn the most popular programming language in the world tough 24 tutorials. A simple one-hour course that can change your career.,0,0,0
60dcc2b1681e780fe958cea2,Javascript Essentials,https://www.udemy.com/javascript-essentials/,Udemy,0,Public,6.5,No,"Coding Tutorial, Programming Basics",Javascript,United States,Beginner,Self-paced,Video,Remote,"Learn how Javascript works, some basic API's and finally create a mini project.",0,0,0
60dcc2b1681e780fe958cea3,JS Learning Path [Frontend Masters],https://frontendmasters.com/learn/javascript/,Frontend Masters,390,Public,229,No,"Coding Tutorial, Programming Basics",Javascript,Remote,Beginner,Self-paced,Video,Remote,Take your JavaScript to the next level and find out what it’s fully capable of.,0,0,0
60dcc2b1681e780fe958cea4,Speaking JavaScript,http://speakingjs.com/es5/index.html,speakingjs.com,0,Public,Variable,No,"Coding Tutorial, Programming Basics",Javascript,Remote,Beginner,Self-paced,Book,Remote,,0,0,0
60dcc2b1681e780fe958cea5,Mastering the DOM - Intermediate JavaScript,https://www.udemy.com/javascript-intermediate-mastering-the-dom/,Udemy,94,Public,3,No,"Coding Tutorial, Programming Techniques ",Javascript,Remote,Intermediate ,Self-paced,Video,Remote,Learn to create really nice functionalies by learning the DOM in Javascript,0,0,0
60dcc2b1681e780fe958cea6,All About Functions - Intermediate JavaScript,https://www.udemy.com/javascript-intermediate-mastering-functions/,Udemy,94,Public,2.5,No,"Coding Tutorial, Programming Techniques ",Javascript,Remote,Intermediate ,Self-paced,Video,Remote,Learn to create different types of function in JavaScript,,,
60dcc2b1681e780fe958cea7,JavaScript and the DOM,http://www.youtube.com/playlist?list=PLyuRouwmQCjlrOdLPmPMr04lARwMicfLe,YouTube,0,Public,4.8,No,"Coding Tutorial, Document Object Modeling",Javascript,United States,Beginner,Self-paced,Video,Remote,This playlist is solely about working with the Document Object Model using JavaScript.,,,
60dcc2b1681e780fe958cea8,Styled Components and React CSS-in-JS,https://www.manning.com/livevideo/css-in-javascript-with-styled-components-and-react?a_aid=gitconnected,Manning Publications,49,Public,3,No,"Coding Tutorial, Programming Techniques ",Javascript,United States,Advanced,Self-paced,Video,Remote,"Bring your style to the component age, just like JavaScript! Components are the fundamental building block of a modern application, and with CSS in JS we can finally bring our style to the component age. CSS in JavaScript: With styled-components and React</i> is a liveVideo course that unites the be…",,,
60dcc2b1681e780fe958cea9,Loops in JavaScript,http://www.youtube.com/playlist?list=PLyuRouwmQCjmRNaK95KJa6lWLnBonVeUd,YouTube,0,Public,1.5,No,"Coding Tutorial, Programming Basics",Javascript,United States,Beginner,Self-paced,Video,Remote,This is a playlist that will bring you tough the basics of looping in javascript,0,0,0
60dcc2b1681e780fe958ceaa,Human JavaScript,http://read.humanjavascript.com/,Human JavaScript,0,Public,variable ,No,"Coding Tutorial, Programming Basics",Javascript,United States,Intermediate ,Self-paced,Book,Remote,By: @HenrikJoreteg,0,0,0
60dcc2b1681e780fe958ceab,An Open Source Book to Learn Javascript,https://gitbookio.gitbooks.io/javascript/content/,gitbookio.gitbooks.io,0,Public,variable ,No,"Coding Tutorial, Programming Basics",Javascript,United States,Beginner,Self-paced,Book,Remote,This is a PDF book on the basics of Javascript,0,0,0
